ms_since_push,fed_t_at_drain,kind,frame_id,is_keyframe,recording_frame,t_ns,engine_t,engine_t_hex,tx,ty,tz,qx,qy,qz,qw,body_tx,body_ty,body_tz,body_qx,body_qy,body_qz,body_qw,vx,vy,vz,bgx,bgy,bgz,bax,bay,baz
367.049,268463.414516212,1,1,1,2,268462131783166,268462.13105667004,411062b88633b83f,0.0016404355270826505,-0.023865876072454991,-0.0042396955842175892,-0.045583424146391105,0.83904166994824259,0,0.5421543451439983,-0.00063871748038948613,0.009292366544992204,0.0016507582996734842,0.3833610037012784,-0.3833610037012784,-0.56105969126718302,0.62552438619925144,-0.061326090913480139,-0.076301654632000754,0.081409268879731544,-0.0032540479780026697,-0.0051265790859118228,0.0023616265477088578,0.033450551701685073,0.011787747196229905,-0.013236197498536273
316.486,268463.414516212,1,6,1,7,268462298466208,268462.29773971206,411062b930e2add8,-0.011648136725410154,-0.047904632819362962,0.018436565888725984,-0.04090719836549056,0.83692549782463077,0.017220313739963355,0.54551427682514209,-0.01433235966842864,-0.014994800254534113,0.025443620884493014,0.39791343440984123,-0.37356023381841236,-0.56286992252028989,0.6207214357082419,-0.087115615426373638,-0.19613422374477812,0.20991650751461174,-0.0032538350612442502,-0.0051266654397496246,0.0023617747899961545,0.03335256093901328,0.011452689888844379,-0.01344155160404883
266.933,268463.414516212,1,11,1,12,268462465149375,268462.46442287904,411062b9db91abd4,-0.024522796684435945,-0.084353118668939783,0.057825544145828765,-0.039696346181878284,0.84003757746781105,0.024903785435323289,0.54050062277974398,-0.027322840410397745,-0.051559546113478134,0.065315691417343127,0.39980128052443231,-0.36458201034442089,-0.56592669684829278,0.62206580650171184,-0.085245422417252498,-0.21446537700067453,0.24477600721649995,-0.0032537330075229354,-0.0051270636749833386,0.0023620103031272949,0.032650663342154079,0.010589776314215647,-0.01402656645203124
221.722,268463.414516212,1,16,1,17,268462631832458,268462.63110596209,411062ba8640a42e,-0.036025486349826955,-0.11571868818554816,0.092306337366461974,-0.04632698908268168,0.83861465139235647,0.026576491400608304,0.5421005625065547,-0.039283997654355578,-0.082933596061785436,0.099646690932963411,0.40211539042416428,-0.3645305568451232,-0.56023196376394258,0.62574821828544014,-0.060908764362023478,-0.15736017824101883,0.1459623635197915,-0.0032539213206471645,-0.0051272565633664943,0.0023621810513920539,0.031222042833686608,0.0097937613228065729,-0.014796052695150689
178.005,268463.414516212,1,21,1,22,268462798515500,268462.79778900405,411062bb30ef99c6,-0.043610456445937668,-0.13953650390617264,0.10705520251761168,-0.056001663960503822,0.84137397171112593,0.027489999838805179,0.53684076454945462,-0.04735232291219494,-0.10674267273757776,0.1141208960151386,0.39904209971411658,-0.36016537014680766,-0.55534206979102874,0.63454038037226457,-0.053654407252514649,-0.13532908100554736,0.059669496538828311,-0.0032541776995679596,-0.00512725275284142,0.0023622265665364478,0.029662850062711306,0.0096575056393502952,-0.015470884808258863
130.820,268463.414516212,1,26,1,27,268462965198583,268462.96447208704,411062bbdb9e921f,-0.051689439473097065,-0.16695219915080989,0.11641853989181197,-0.05760911663129703,0.839132605323194,0.030086540132729933,0.54003010441992216,-0.055667569936475841,-0.13420204948327599,0.12355738620876454,0.40313333470463875,-0.36058454273611301,-0.55262054380745373,0.63409213569611478,-0.046019594224479654,-0.19397645248422288,0.054237899240504477,-0.0032542322911807637,-0.0051270491330694962,0.0023621960761156589,0.028520259330069849,0.01006726222354265,-0.01590699126368094
81.488,268463.414516212,1,31,1,32,268463215223250,268463.21449675405,411062bcdba5097f,-0.049331288945000412,-0.22358923274841563,0.12404693540280369,-0.092893676120420432,0.84059995142994048,0.049153766841936314,0.53136282050078065,-0.05580763931451739,-0.19120758952008104,0.13103599969573376,0.41048720457978688,-0.34097328271969968,-0.52870816354016115,0.66007965667305202,0.026197306516562185,-0.24378737641939652,0.00072209792236588039,-0.0032539156786398002,-0.0051267909484217014,0.0023621783190552088,0.028147597667905467,0.010446972735432609,-0.016048528856929586
33.250,268463.414516212,1,36,1,37,268463381906208,268463.38117971207,411062bd8653f975,-0.042113266279775179,-0.26212017100157409,0.11724471153099804,-0.11485388044808476,0.84134706139365401,0.061863150324595217,0.524515693068069,-0.050144186641149668,-0.2300851451641352,0.12421768720215033,0.41463244547546718,-0.32714474160301793,-0.51370824106455293,0.67613615216381651,0.076742544242503818,-0.19924971238221445,-0.075372044091847931,-0.0032539156774381295,-0.0051267908770270525,0.0023621782886123757,0.028147597386429489,0.010446972630962883,-0.016048528696444297
402.768,268463.514526045,2,1,1,2,268462131783166,268462.13105667004,411062b88633b83f,0.0016404355270826505,-0.023865876072454991,-0.0042396955842175892,-0.045583424146391105,0.83904166994824259,0,0.5421543451439983,-0.00063871748038948613,0.009292366544992204,0.0016507582996734842,0.3833610037012784,-0.3833610037012784,-0.56105969126718302,0.62552438619925144,-0.066131217870038297,-0.078322445849218519,0.075504567774905537,-0.0041223228885662044,-0.0035999822488634037,0.0037407925771066261,0.025472664448930163,-0.0098716565662649754,-0.012295486314714263
352.204,268463.514526045,2,6,1,7,268462298466208,268462.29773971206,411062b930e2add8,-0.012319569984349252,-0.047899445200641412,0.017944605185011363,-0.040998042488670283,0.83665166874324437,0.017426892282784934,0.54592078394130228,-0.015023258504576883,-0.014992680629396392,0.024958581646680057,0.3983469514252212,-0.37370160466461172,-0.5626120596312848,0.62059204580688132,-0.090857683402053219,-0.19577782512902972,0.20906224233186832,-0.0041223066838185999,-0.0036000499087740115,0.0037408290687562153,0.025304353885109432,-0.0099767309058123657,-0.012415726612060932
